CameraMaker,CameraModel,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Sony,Cybershot DSC F505v,7.11,5.33,2108,1585
Sony,Cybershot DSC F55,6.4,4.8,1589,1195
Sony,Cybershot DSC F55v,7.11,5.33,2108,1585
Sony,Cybershot DSC F707,8.8,6.6,2640,1985
Sony,Cybershot DSC F717,8.8,6.6,2640,1985
Sony,Cybershot DSC F77,7.11,5.33,2335,1756
Sony,Cybershot DSC F828,8.8,6.6,3262,2453
Sony,Cybershot DSC F88,5.9,4.43,2604,1958
Sony,Cybershot DSC FX77,7.11,5.33,2335,1756
Sony,Cybershot DSC G1,5.75,4.32,2825,2124
Sony,Cybershot DSC G3,6.16,4.62,3665,2756
Sony,Cybershot DSC H1,5.75,4.32,2643,1987
Sony,Cybershot DSC H10,5.75,4.32,3322,2498
Sony,Cybershot DSC H100,6.16,4.62,4627,3479
Sony,Cybershot DSC H2,5.75,4.32,2825,2124
Sony,Cybershot DSC H20,6.16,4.62,4060,3053
Sony,Cybershot DSC H200,6.16,4.62,5171,3888
Sony,Cybershot DSC H3,5.75,4.32,3262,2453
Sony,Cybershot DSC H300,6.16,4.62,5171,3888
Sony,Cybershot DSC H400,6.16,4.62,5171,3888
Sony,Cybershot DSC H5,5.75,4.32,3095,2327
Sony,Cybershot DSC H50,6.16,4.62,3701,2783
Sony,Cybershot DSC H55,6.16,4.62,4330,3256
Sony,Cybershot DSC H7,5.75,4.32,3282,2468
Sony,Cybershot DSC H70,6.16,4.62,4627,3479
Sony,Cybershot DSC H9,5.75,4.32,3282,2468
Sony,Cybershot DSC H90,6.16,4.62,4627,3479
Sony,Cybershot DSC HX1,5.9,4.43,3701,2783
Sony,CyberShot DSC HX100V,6.16,4.62,4727,3554
Sony,Cybershot DSC HX10V,6.16,4.62,4920,3699
Sony,Cybershot DSC HX200V,6.16,4.62,4920,3699
Sony,Cybershot DSC HX20V,6.16,4.62,4920,3699
Sony,Cybershot DSC HX30V,6.16,4.62,5014,3770
Sony,Cybershot DSC HX5,5.9,4.43,3755,2823
Sony,Cybershot DSC HX50,6.16,4.62,5208,3916
Sony,Cybershot DSC HX60,6.16,4.62,5208,3916
Sony,CyberShot DSC HX7V,6.16,4.62,4642,3490
Sony,CyberShot DSC HX9V,6.16,4.62,4727,3554
Sony,Cybershot DSC J10,6.16,4.62,4612,3468
Sony,Cybershot DSC L1,5.33,4,2335,1756
Sony,Cybershot DSC M1,5.9,4.43,2629,1977
Sony,Cybershot DSC M2,5.75,4.32,2655,1996
Sony,Cybershot DSC N1,7.11,5.33,3282,2468
Sony,Cybershot DSC N2,7.53,5.64,3678,2745
Sony,Cybershot DSC P1,7.11,5.33,2108,1585
Sony,Cybershot DSC P10,7.11,5.33,2629,1977
Sony,Cybershot DSC P100,7.11,5.33,2604,1958
Sony,Cybershot DSC P12,7.11,5.33,2629,1977
Sony,Cybershot DSC P120,7.11,5.33,2604,1958
Sony,Cybershot DSC P150,7.11,5.33,3095,2327
Sony,Cybershot DSC P2,5.33,4,1672,1257
Sony,Cybershot DSC P20,5.33,4,1315,989
Sony,Cybershot DSC P200,7.11,5.33,3072,2310
Sony,Cybershot DSC P3,7.11,5.33,1930,1451
Sony,Cybershot DSC P30,5.33,4,1315,989
Sony,Cybershot DSC P31,5.33,4,1676,1260
Sony,Cybershot DSC P32,5.33,4,2063,1551
Sony,Cybershot DSC P41,5.33,4,2335,1756
Sony,Cybershot DSC P43,5.33,4,2335,1756
Sony,Cybershot DSC P5,7.11,5.33,2108,1585
Sony,Cybershot DSC P50,5.33,4,1672,1257
Sony,Cybershot DSC P51,5.33,4,1676,1260
Sony,Cybershot DSC P52,5.33,4,2108,1585
Sony,Cybershot DSC P7,7.11,5.33,2063,1551
Sony,Cybershot DSC P71,7.11,5.33,2108,1585
Sony,Cybershot DSC P72,7.11,5.33,2108,1585
Sony,Cybershot DSC P73,5.33,4,2371,1783
Sony,Cybershot DSC P8,5.33,4,2063,1551
Sony,Cybershot DSC P9,7.11,5.33,2335,1756
Sony,Cybershot DSC P92,7.11,5.33,2629,1977
Sony,Cybershot DSC P93,7.11,5.33,2604,1958
Sony,Cybershot DSC R1,21.5,14.4,3861,2591
Sony,Cybershot DSC RX100,13.2,8.8,5505,3670
Sony,Cybershot DSC RX100 II,13.2,8.8,5505,3670
Sony,Cybershot DSC RX1R,35.8,23.9,6038,4025
Sony,Cybershot DSC S2000,6.16,4.62,3665,2756
Sony,Cybershot DSC S2100,6.16,4.62,4011,3016
Sony,Cybershot DSC S30,5.33,4,1315,989
Sony,Cybershot DSC S3000,4.96,3.72,3665,2756
Sony,Cybershot DSC S40,5.33,4,2371,1783
Sony,Cybershot DSC S45,5.75,4.32,2643,1987
Sony,Cybershot DSC S50,5.33,4,1676,1260
Sony,Cybershot DSC S5000,6.16,4.62,4330,3256
Sony,Cybershot DSC S60,5.33,4,2371,1783
Sony,Cybershot DSC S600,5.75,4.32,2825,2124
Sony,Cybershot DSC S650,5.75,4.32,3095,2327
Sony,Cybershot DSC S70,7.11,5.33,2108,1585
Sony,Cybershot DSC S700,5.75,4.32,3095,2327
Sony,Cybershot DSC S730,5.75,4.32,3095,2327
Sony,Cybershot DSC S75,7.11,5.33,2108,1585
Sony,Cybershot DSC S750,5.75,4.32,3095,2327
Sony,Cybershot DSC S780,5.75,4.32,3282,2468
Sony,Cybershot DSC S80,5.33,4,2306,1734
Sony,Cybershot DSC S800,7.11,5.33,3282,2468
Sony,Cybershot DSC S85,7.11,5.33,2335,1756
Sony,Cybershot DSC S90,5.33,4,2371,1783
Sony,Cybershot DSC S930,6.08,4.56,3701,2783
Sony,Cybershot DSC S950,6.16,4.62,3665,2756
Sony,Cybershot DSC S980,6.08,4.56,3995,3004
Sony,Cybershot DSC T1,5.9,4.43,2604,1958
Sony,Cybershot DSC T10,5.75,4.32,3137,2359
Sony,Cybershot DSC T100,5.75,4.32,3095,2327
Sony,Cybershot DSC T11,5.9,4.43,2604,1958
Sony,Cybershot DSC T110,6.16,4.62,4627,3479
Sony,Cybershot DSC T2,5.75,4.32,3282,2468
Sony,Cybershot DSC T20,5.75,4.32,3095,2327
Sony,Cybershot DSC T200,5.75,4.32,3282,2468
Sony,Cybershot DSC T3,5.9,4.43,2604,1958
Sony,Cybershot DSC T30,5.75,4.32,3095,2327
Sony,Cybershot DSC T300,6.16,4.62,3665,2756
Sony,Cybershot DSC T33,5.9,4.43,2579,1939
Sony,Cybershot DSC T5,5.75,4.32,2604,1958
Sony,Cybershot DSC T50,5.75,4.32,3095,2327
Sony,Cybershot DSC T500,6.16,4.62,3665,2756
Sony,Cybershot DSC T7,5.9,4.43,2604,1958
Sony,Cybershot DSC T70,5.75,4.32,3282,2468
Sony,Cybershot DSC T700,6.16,4.62,3701,2783
Sony,Cybershot DSC T77,6.16,4.62,3701,2783
Sony,Cybershot DSC T9,5.75,4.32,2825,2124
Sony,Cybershot DSC T90,6.16,4.62,4060,3053
Sony,Cybershot DSC T900,6.16,4.62,4060,3053
Sony,Cybershot DSC T99,6.16,4.62,4330,3256
Sony,Cybershot DSC TX1,5.9,4.43,3755,2823
Sony,Cybershot DSC TX10,6.16,4.62,4642,3490
Sony,Cybershot DSC TX100V,6.16,4.62,4642,3490
Sony,Cybershot DSC TX20,6.16,4.62,4627,3479
Sony,Cybershot DSC TX200V,6.16,4.62,4920,3699
Sony,Cybershot DSC TX5,5.9,4.43,3755,2823
Sony,Cybershot DSC TX55,6.16,4.62,4612,3468
Sony,Cybershot DSC TX66,6.16,4.62,4920,3699
Sony,Cybershot DSC TX7,5.9,4.43,3683,2769
Sony,Cybershot DSC TX9,6.16,4.62,4029,3029
Sony,Cybershot DSC U10,5.33,4,1315,989
Sony,Cybershot DSC U20,5.33,4,1631,1226
Sony,Cybershot DSC U30,5.33,4,1631,1226
Sony,Cybershot DSC U40,5.33,4,1631,1226
Sony,Cybershot DSC U50,5.33,4,1672,1257
Sony,Cybershot DSC U60,5.33,4,1631,1226
Sony,Cybershot DSC V1,7.11,5.33,2629,1977
Sony,Cybershot DSC V3,7.11,5.33,3072,2310
Sony,Cybershot DSC W1,7.11,5.33,2604,1958
Sony,Cybershot DSC W100,7.11,5.33,3282,2468
Sony,Cybershot DSC W110,5.75,4.32,3095,2327
Sony,Cybershot DSC W115,5.75,4.32,3095,2327
Sony,Cybershot DSC W12,7.11,5.33,2635,1981
Sony,Cybershot DSC W120,5.75,4.32,3095,2327
Sony,Cybershot DSC W125,5.75,4.32,3095,2327
Sony,Cybershot DSC W130,5.75,4.32,3282,2468
Sony,Cybershot DSC W150,5.75,4.32,3282,2468
Sony,Cybershot DSC W17,7.11,5.33,3095,2327
Sony,Cybershot DSC W170,6.16,4.62,3665,2756
Sony,Cybershot DSC W180,6.08,4.56,3665,2756
Sony,Cybershot DSC W190,6.08,4.56,4011,3016
Sony,Cybershot DSC W200,7.53,5.64,4027,3005
Sony,Cybershot DSC W210,6.16,4.62,4011,3016
Sony,Cybershot DSC W215,6.16,4.62,4011,3016
Sony,Cybershot DSC W220,6.16,4.62,4011,3016
Sony,Cybershot DSC W230,6.16,4.62,4011,3016
Sony,Cybershot DSC W270,7.53,5.64,4043,3017
Sony,Cybershot DSC W275,6.16,4.62,4011,3016
Sony,Cybershot DSC W290,6.16,4.62,4011,3016
Sony,Cybershot DSC W30,5.75,4.32,2825,2124
Sony,Cybershot DSC W300,7.53,5.64,4316,3221
Sony,Cybershot DSC W310,6.16,4.62,4060,3053
Sony,Cybershot DSC W320,6.16,4.62,4330,3256
Sony,Cybershot DSC W330,6.16,4.62,4392,3302
Sony,Cybershot DSC W35,5.75,4.32,3095,2327
Sony,Cybershot DSC W350,6.16,4.62,4392,3302
Sony,Cybershot DSC W360,6.16,4.62,4330,3256
Sony,Cybershot DSC W370,6.16,4.62,4392,3302
Sony,Cybershot DSC W380,6.16,4.62,4330,3256
Sony,Cybershot DSC W40,5.75,4.32,2825,2124
Sony,Cybershot DSC W5,7.11,5.33,2604,1958
Sony,Cybershot DSC W50,5.75,4.32,2825,2124
Sony,Cybershot DSC W510,6.16,4.62,4011,3016
Sony,Cybershot DSC W520,6.16,4.62,4330,3256
Sony,Cybershot DSC W530,6.16,4.62,4330,3256
Sony,Cybershot DSC W55,5.75,4.32,3095,2327
Sony,Cybershot DSC W550,6.16,4.62,4330,3256
Sony,Cybershot DSC W560,6.16,4.62,4392,3302
Sony,Cybershot DSC W570,6.16,4.62,4627,3479
Sony,Cybershot DSC W580,6.16,4.62,4627,3479
Sony,Cybershot DSC W610,6.16,4.62,4392,3302
Sony,Cybershot DSC W620,6.16,4.62,4392,3302
Sony,Cybershot DSC W630,6.16,4.62,4627,3479
Sony,Cybershot DSC W650,6.16,4.62,4671,3512
Sony,Cybershot DSC W670,6.16,4.62,4627,3479
Sony,Cybershot DSC W690,6.16,4.62,4627,3479
Sony,Cybershot DSC W7,7.11,5.33,3095,2327
Sony,Cybershot DSC W70,5.75,4.32,3095,2327
Sony,Cybershot DSC W710,6.16,4.62,4627,3479
Sony,Cybershot DSC W730,6.16,4.62,4627,3479
Sony,Cybershot DSC W80,5.75,4.32,3095,2327
Sony,Cybershot DSC W800,6.16,4.62,5171,3888
Sony,Cybershot DSC W810,6.16,4.62,5171,3888
Sony,Cybershot DSC W830,6.16,4.62,5171,3888
Sony,Cybershot DSC W85,5.75,4.32,3095,2327
Sony,Cybershot DSC W90,5.75,4.32,3282,2468
Sony,Cybershot DSC WX1,5.9,4.43,3755,2823
Sony,Cybershot DSC WX10,6.16,4.62,4642,3490
Sony,Cybershot DSC WX100,6.16,4.62,4893,3679
Sony,Cybershot DSC WX150,6.16,4.62,4920,3699
Sony,Cybershot DSC WX220,6.16,4.62,4920,3699
Sony,Cybershot DSC WX30,6.16,4.62,4642,3490
Sony,Cybershot DSC WX350,6.16,4.62,4920,3699
Sony,Cybershot DSC WX5,6.16,4.62,4029,3029
Sony,Cybershot DSC WX50,6.16,4.62,4727,3554
Sony,Cybershot DSC WX7,6.16,4.62,4642,3490
Sony,Cybershot DSC WX70,6.16,4.62,4727,3554
Sony,Cybershot DSC WX9,6.16,4.62,4642,3490
Sony,Cybershot DSC-HX300,6.16,4.62,5208,3916
Sony,Cybershot DSC-HX400,6.16,4.62,5208,3916
Sony,Cybershot DSC-QX10,6.16,4.62,4920,3699
Sony,Cybershot DSC-QX100,13.2,8.8,5505,3670
Sony,Cybershot DSC-RX10,13.2,8.8,5505,3670
Sony,Cybershot DSC-RX100 III,13.2,8.8,5492,3661
Sony,Cybershot DSC-TF1,6.16,4.62,4627,3479
Sony,Cybershot DSC-TX30,6.16,4.62,4920,3699
Sony,Cybershot DSC-WX200,6.16,4.62,4920,3699
Sony,Cybershot DSC-WX300,6.16,4.62,4920,3699
Sony,Cybershot DSC-WX60,6.16,4.62,4642,3490
Sony,Cybershot DSC-WX80,6.16,4.62,4642,3490
Sony,Mavica CD1000,5.33,4,1589,1195
Sony,Mavica CD200,5.33,4,1589,1195
Sony,Mavica CD250,5.33,4,1589,1195
Sony,Mavica CD300,7.11,5.33,2031,1527
Sony,Mavica CD350,5.33,4,2031,1527
Sony,Mavica CD400,7.11,5.33,2277,1712
Sony,Mavica CD500,7.11,5.33,2579,1939
Sony,Mavica FD-100,5.33,4,1264,950
Sony,Mavica FD-200,5.33,4,1589,1195
Sony,Mavica FD-71,6.4,4.8,632,475
Sony,Mavica FD-73,6.4,4.8,632,475
Sony,Mavica FD-75,7.11,5.33,632,475
Sony,Mavica FD-81,4.8,3.6,964,725
Sony,Mavica FD-83,4.8,3.6,964,725
Sony,Mavica FD-85,5.33,4,1264,950
Sony,Mavica FD-87,5.33,4,1264,950
Sony,Mavica FD-88,4.8,3.6,1264,950
Sony,Mavica FD-90,5.33,4,1264,950
Sony,Mavica FD-91,4.8,3.6,964,725
Sony,Mavica FD-92,5.33,4,1264,950
Sony,Mavica FD-95,5.33,4,1589,1195
Sony,Mavica FD-97,5.33,4,1589,1195
Sony,QX1,23.5,15.6,5508,3648
Sony,QX30,6.16,4.62,5208,3916
Sony,SLT-A33,23.5,15.6,4631,3067
Sony,SLT-A35,23.5,15.6,4945,3275
Sony,SLT-A37,23.5,15.6,4930,3265
Sony,SLT-A55,23.5,15.6,4945,3275
Sony,SLT-A57,23.5,15.6,4930,3265
Sony,SLT-A58,23.2,15.4,5508,3648
Sony,SLT-A65,23.5,15.6,6058,4012
Sony,SLT-A77,23.5,15.6,6058,4012
Sony,SLT-A99,35.8,23.8,6038,4025
Toshiba,PDR 2300,5.33,4,1631,1226
Toshiba,PDR 3300,7.11,5.33,2063,1551
Toshiba,PDR 3310,7.11,5.33,2108,1585
Toshiba,PDR 3320,7.11,5.33,2108,1585
Toshiba,PDR 4300,7.11,5.33,2363,1777
Toshiba,PDR 5300,7.11,5.33,2579,1939
Toshiba,PDR M25,5.33,4,1710,1286
Toshiba,PDR M5,6.4,4.8,1672,1257
Toshiba,PDR M500,5.33,4,1631,1226
Toshiba,PDR M60,6.4,4.8,1749,1315
Toshiba,PDR M61,6.4,4.8,1749,1315
Toshiba,PDR M65,6.4,4.8,2108,1585
Toshiba,PDR M70,7.11,5.33,2108,1585
Toshiba,PDR M700,5.33,4,2063,1551
Toshiba,PDR M71,7.11,5.33,2108,1585
Toshiba,PDR M81,7.11,5.33,2363,1777
Toshiba,PDR T10,5.33,4,1631,1226
Toshiba,PDR T20,5.33,4,1631,1226
Toshiba,PDR T30,5.33,4,2076,1561
Vivitar,V8025,7.11,5.33,3262,2453
Vivitar,ViviCam 5105s,5.75,4.32,2579,1939
Vivitar,ViviCam 5150s,5.75,4.32,2579,1939
Vivitar,ViviCam 5160s,5.75,4.32,2579,1939
Vivitar,ViviCam 5195,5.75,4.32,2579,1939
Vivitar,ViviCam 5350s,5.75,4.32,2579,1939
Vivitar,ViviCam 5355,5.75,4.32,2579,1939
Vivitar,ViviCam 5385,5.75,4.32,2579,1939
Vivitar,ViviCam 5386,5.75,4.32,2579,1939
Vivitar,ViviCam 5388,5.75,4.32,2579,1939
Vivitar,ViviCam 6150s,5.75,4.32,2825,2124
Vivitar,ViviCam 6200w,5.75,4.32,2825,2124
Vivitar,ViviCam 6300,5.75,4.32,2825,2124
Vivitar,ViviCam 6320,5.75,4.32,2825,2124
Vivitar,ViviCam 6326,5.75,4.32,2825,2124
Vivitar,ViviCam 6330,5.75,4.32,2825,2124
Vivitar,ViviCam 6380u,5.75,4.32,2825,2124
Vivitar,ViviCam 6385u,5.75,4.32,2825,2124
Vivitar,ViviCam 6388s,5.75,4.32,2825,2124
Vivitar,ViviCam 7100s,5.75,4.32,3051,2294
Vivitar,ViviCam 7310,5.75,4.32,3086,2320
Vivitar,ViviCam 7388s,5.75,4.32,3051,2294
Vivitar,ViviCam 7500i,5.75,4.32,3051,2294
Vivitar,ViviCam 8300s,7.11,5.33,3262,2453
Vivitar,ViviCam 8400,7.11,5.33,3262,2453
Vivitar,ViviCam 8600,7.11,5.33,3282,2468
Vivitar,ViviCam 8600s,7.11,5.33,3282,2468
Vivitar,ViviCam 8625,7.11,5.33,3282,2468
Vivitar,ViviCam X30,7.11,5.33,3647,2742
Vivitar,ViviCam X60,7.11,5.33,3647,2742
Yakumo,CamMaster SD 432,5.33,4,2063,1551
Yakumo,CamMaster SD 482,5.75,4.32,2306,1734
Yakumo,Mega Image 34,5.33,4,2031,1527
Yakumo,Mega Image 35,7.11,5.33,2095,1575
Yakumo,Mega Image 37,5.75,4.32,2335,1756
Yakumo,Mega Image 410,5.75,4.32,2335,1756
Yakumo,Mega Image 45,7.11,5.33,2306,1734
Yakumo,Mega Image 47,5.75,4.32,2306,1734
Yakumo,Mega Image 47 SL,5.75,4.32,2306,1734
Yakumo,Mega Image 47sx,7.11,5.33,2335,1756
Yakumo,Mega Image 55cx,7.11,5.33,2579,1939
Yakumo,Mega Image 57,7.11,5.33,2579,1939
Yakumo,Mega Image 57x,7.11,5.33,2579,1939
Yakumo,Mega Image 610x,7.11,5.33,2909,2187
Yakumo,Mega Image 67x,7.11,5.33,2671,2008
Yakumo,Mega Image 811x,7.11,5.33,3262,2453
Yakumo,Mega Image 84 D,5.75,4.32,2306,1734
Yakumo,Mega Image 85D,5.75,4.32,2671,2008
Yakumo,Mega Image II,7.11,5.33,1672,1257
Yakumo,Mega Image IV,7.11,5.33,1631,1226
Yakumo,Mega Image VI,7.11,5.33,1998,1502
Yakumo,Mega Image VII,6.4,4.8,2031,1527
Yakumo,Mega Image X,7.11,5.33,2579,1939
Yakumo,Mega Image XL,4.23,3.17,2604,1958
Yakumo,Mega Image XS,6.4,4.8,2031,1527
